customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0507,Female,0,No,No,50,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),86.34,4069.35,Yes
CUST-0508,Male,1,Yes,No,4,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),78.6,290.3,Yes
CUST-0509,Female,0,Yes,No,42,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.93,2226.73,No
CUST-0510,Female,0,Yes,No,38,No,No phone service,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),23.74,845.57,No
CUST-0511,Male,0,No,Yes,25,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),81.97,,No
CUST-0512,Female,1,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.01,1008.62,No
CUST-0513,Male,1,Yes,No,32,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,29.29,1004.86,Yes
CUST-0514,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,108.89,1082.12,Yes
CUST-0515,Female,0,No,No,61,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),37.89,2215.44,Yes
CUST-0516,Male,1,Yes,No,18,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.35,1637.05,Yes
CUST-0517,Female,0,Yes,Yes,27,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.51,2881.85,No
CUST-0518,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,One year,No,Mailed check,75.95,3911.22,Yes
CUST-0519,Female,1,No,No,54,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),42.68,2518.7,No
CUST-0520,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Credit card (automatic),48.92,1043.53,No
CUST-0521,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,106.57,4709.82,No
CUST-0522,Male,0,Yes,Yes,5,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,47.83,215.66,No
CUST-0523,Female,1,No,Yes,41,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),92.62,,No
CUST-0524,Male,1,No,No,59,No,Yes,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,No,Bank transfer (automatic),117.02,7370.45,No
CUST-0525,Female,1,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),117.98,6013.7,No
CUST-0526,Male,0,Yes,Yes,22,No,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),71.35,1522.99,No
CUST-0527,Male,1,No,Yes,65,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,100.66,5915.53,No
CUST-0528,Female,1,No,No,64,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.02,8203.65,Yes
CUST-0529,Female,0,No,Yes,71,Yes,No,No,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),55.47,3597.03,No
CUST-0530,Female,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),43.24,186.74,No
CUST-0531,Male,0,No,No,65,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,29.42,1840.78,No
CUST-0532,Female,0,No,No,15,Yes,Yes,No,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),32.09,489.78,No
CUST-0533,Male,0,No,Yes,22,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,No,Mailed check,103.36,2355.47,No
CUST-0534,Male,0,No,Yes,47,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),76.87,3353.36,No
CUST-0535,Male,0,No,No,46,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.37,4792.5,No
CUST-0536,Female,0,Yes,No,14,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),96.95,1309.92,No
CUST-0537,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.37,3889.97,No
CUST-0538,Male,0,Yes,Yes,20,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),78.93,1683.8,No
CUST-0539,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,22.83,1037.66,No
CUST-0540,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.23,3579.03,No
CUST-0541,Male,0,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,59.78,3395.87,Yes
CUST-0542,Female,0,No,No,43,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,73.98,2985.26,No
CUST-0543,Male,0,Yes,No,12,No,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,20.2,250.5,No
CUST-0544,Female,0,No,No,40,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),111.61,4530.95,No
CUST-0545,Male,1,Yes,Yes,20,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,108.27,2085.39,Yes
CUST-0546,Female,0,Yes,No,38,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,72.33,2755.66,No
CUST-0547,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,75.73,215.66,Yes
CUST-0548,Female,0,No,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.5,2658.25,No
CUST-0549,Female,1,Yes,No,56,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),44.47,2397.59,No
CUST-0550,Male,0,No,Yes,13,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),40.19,495.84,No
CUST-0551,Male,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),85.4,5920.29,No
CUST-0552,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),28.44,950.75,Yes
CUST-0553,Male,1,Yes,No,49,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.41,2962.93,No
CUST-0554,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,67.28,,Yes
CUST-0555,Male,1,No,Yes,36,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,56.13,2175.16,No
CUST-0556,Female,0,No,No,54,Yes,Yes,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),36.53,2150.33,No
CUST-0557,Female,0,Yes,No,26,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,53.53,1452.04,No
CUST-0558,Female,0,Yes,Yes,40,No,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),51.76,2067.31,No
CUST-0559,Female,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.93,3003.14,No
CUST-0560,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),85.47,1848.0,Yes
CUST-0561,Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Two year,No,Bank transfer (automatic),114.82,2204.0,No
CUST-0562,Male,1,No,No,8,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,32.42,282.74,Yes
CUST-0563,Male,0,No,Yes,29,Yes,Yes,No,No,No internet service,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),105.3,2818.8,No
CUST-0564,Male,0,No,Yes,40,Yes,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,46.42,1799.76,No
CUST-0565,Female,0,Yes,No,30,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.14,2498.91,Yes
CUST-0566,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,72.67,4175.22,Yes
CUST-0567,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,73.69,1068.0,Yes
CUST-0568,Female,0,Yes,Yes,46,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,90.34,3759.27,No
CUST-0569,Male,0,No,No,62,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),56.17,3494.04,No
CUST-0570,Male,0,No,No,7,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),49.91,348.27,No
CUST-0571,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.28,4594.61,Yes
CUST-0572,Male,0,No,No,59,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),40.01,2267.27,No
CUST-0573,Male,0,No,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Electronic check,36.02,2213.44,No
CUST-0574,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,19.56,,No
CUST-0575,Male,1,Yes,Yes,27,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,No,Credit card (automatic),39.06,1052.52,No
CUST-0576,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),69.85,3631.63,No
CUST-0577,Male,0,No,No,35,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,71.85,2348.9,No
CUST-0578,Female,0,Yes,No,51,Yes,Yes,DSL,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),43.44,2083.67,Yes
CUST-0579,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,25.23,1011.61,No
CUST-0580,Female,1,Yes,No,57,No,Yes,No,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,92.46,5647.86,No
CUST-0581,Female,0,Yes,Yes,8,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),93.8,705.23,No
CUST-0582,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),117.78,2532.58,No
CUST-0583,Female,0,No,No,53,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),108.0,5391.08,Yes
CUST-0584,Female,1,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,110.61,1360.91,No
CUST-0585,Female,1,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Mailed check,97.82,4391.78,No
CUST-0586,Male,0,Yes,No,17,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,79.55,1455.23,No
CUST-0587,Female,0,Yes,Yes,64,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),30.85,1797.3,No
CUST-0588,Male,0,No,No,42,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),80.23,3406.69,Yes
CUST-0589,Female,1,Yes,Yes,29,Yes,No phone service,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,23.6,722.69,Yes
CUST-0590,Male,0,No,No,19,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,106.53,1868.96,No
CUST-0591,Male,1,Yes,No,11,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,66.18,714.07,Yes
CUST-0592,Female,0,Yes,No,50,Yes,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,87.75,3985.56,Yes
CUST-0593,Male,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),23.22,1708.88,No
CUST-0594,Female,0,Yes,No,58,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,One year,No,Mailed check,71.42,3982.84,Yes
CUST-0595,Female,0,Yes,Yes,34,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.13,1655.86,No
CUST-0596,Female,0,Yes,No,20,Yes,No,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),46.5,1010.49,No
CUST-0597,Male,0,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.97,2737.9,No
CUST-0598,Male,0,Yes,No,10,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),18.06,164.3,Yes
CUST-0599,Female,0,No,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Mailed check,64.67,2142.13,No
CUST-0600,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.66,3665.18,No
CUST-0601,Male,0,Yes,No,15,No,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,One year,No,Electronic check,104.31,1707.93,No
CUST-0602,Female,1,No,Yes,3,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),62.85,175.65,No
CUST-0603,Female,1,Yes,No,37,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,54.36,1967.93,Yes
CUST-0604,Female,1,No,No,40,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,117.47,5022.21,No
CUST-0605,Male,1,No,Yes,40,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,75.12,3189.22,No
CUST-0606,Male,0,Yes,No,56,Yes,No phone service,No,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),65.26,3745.77,No
CUST-0607,Male,0,No,Yes,23,No,No,DSL,No,No internet service,No internet service,No,No internet service,No internet service,One year,No,Credit card (automatic),67.59,1482.86,No
CUST-0608,Female,0,No,Yes,11,Yes,No phone service,No,No,Yes,No internet service,No,No,No,One year,No,Mailed check,98.92,1041.12,Yes
CUST-0609,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),52.07,3081.88,No
CUST-0610,Female,0,No,Yes,8,Yes,No phone service,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),56.92,493.78,Yes
CUST-0611,Male,0,Yes,No,56,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),93.59,4898.2,Yes
CUST-0612,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,25.3,1540.13,No
CUST-0613,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),104.52,1062.83,Yes
CUST-0614,Female,0,Yes,No,39,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,One year,No,Mailed check,61.02,2317.72,No
CUST-0615,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Two year,No,Electronic check,76.13,2068.76,No
CUST-0616,Male,0,Yes,Yes,49,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,No,Credit card (automatic),93.75,4748.64,No
CUST-0617,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.61,1570.08,Yes
CUST-0618,Female,1,No,Yes,13,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),107.03,1323.24,No
CUST-0619,Male,0,Yes,No,36,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),115.92,4088.93,Yes
CUST-0620,Male,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,No,Mailed check,67.43,1861.06,No
CUST-0621,Female,1,No,No,4,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,111.69,488.44,No
CUST-0622,Female,1,No,No,64,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,18.11,1190.55,Yes
CUST-0623,Male,1,No,No,38,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),107.42,4312.27,Yes
CUST-0624,Female,0,No,No,22,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.1,1087.29,No
CUST-0625,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Mailed check,49.15,100.75,No
CUST-0626,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),40.81,1388.61,No
CUST-0627,Male,0,No,Yes,11,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,49.7,539.97,Yes
CUST-0628,Female,0,Yes,No,46,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),39.35,1653.08,No
CUST-0629,Male,0,No,No,62,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,108.59,7347.95,Yes
CUST-0630,Male,0,No,No,69,Yes,No phone service,No,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Credit card (automatic),107.9,7881.47,No
CUST-0631,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),28.22,1769.35,No
CUST-0632,Female,0,Yes,No,10,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,32.29,354.05,No
CUST-0633,Male,0,Yes,Yes,40,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,104.2,4039.24,Yes
CUST-0634,Male,0,No,Yes,24,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),57.89,1353.83,No
CUST-0635,Female,0,No,No,44,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,34.93,1570.65,No
CUST-0636,Female,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,69.07,3957.17,No
CUST-0637,Male,1,Yes,No,62,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,59.67,3846.46,Yes
CUST-0638,Male,0,Yes,No,17,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Credit card (automatic),39.92,631.52,No
CUST-0639,Female,0,No,No,65,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),90.08,5396.18,No
CUST-0640,Female,0,Yes,No,57,Yes,No,No,No,No,No internet service,Yes,No,No,One year,No,Mailed check,81.13,4656.67,Yes
CUST-0641,Female,0,No,Yes,55,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),27.97,1555.42,No
CUST-0642,Female,0,Yes,Yes,53,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,110.54,5397.73,Yes
CUST-0643,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,Yes,Credit card (automatic),73.85,4519.53,No
CUST-0644,Male,0,No,No,9,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),43.02,392.86,No
CUST-0645,Female,0,No,Yes,22,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,38.63,790.55,No
CUST-0646,Male,1,No,No,13,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,31.59,395.18,No
CUST-0647,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),60.46,3076.34,No
CUST-0648,Male,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,31.55,570.54,Yes
CUST-0649,Female,1,Yes,No,40,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,59.58,2234.56,No
CUST-0650,Male,1,Yes,No,17,Yes,Yes,DSL,No internet service,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,32.88,514.56,No
CUST-0651,Male,0,No,Yes,15,Yes,Yes,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,83.68,1237.82,Yes
CUST-0652,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.52,1400.72,Yes
CUST-0653,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),72.95,4739.16,No
CUST-0654,Male,0,Yes,Yes,39,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.01,3639.68,No
CUST-0655,Female,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),111.84,1380.56,No
CUST-0656,Male,0,No,No,32,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),81.84,2804.94,No
CUST-0657,Male,0,Yes,No,9,Yes,No,DSL,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.42,530.97,Yes
CUST-0658,Male,1,No,No,40,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,Yes,Mailed check,62.95,2720.45,No
CUST-0659,Female,1,No,Yes,20,Yes,No,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,104.05,2269.15,Yes
CUST-0660,Female,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),31.07,2091.34,Yes
CUST-0661,Female,0,No,No,44,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,50.57,2266.68,Yes
CUST-0662,Male,0,No,No,38,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),75.73,2825.85,No
CUST-0663,Male,0,No,Yes,60,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,85.64,5129.86,No
CUST-0664,Female,0,Yes,No,71,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,Yes,Mailed check,94.35,7198.06,No
CUST-0665,Male,0,Yes,No,48,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,49.82,2296.37,No
CUST-0666,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No,No,No internet service,No,Two year,No,Mailed check,32.59,,No
CUST-0667,Female,0,Yes,Yes,16,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,113.48,1685.25,No
CUST-0668,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.64,1502.43,No
CUST-0669,Male,0,No,No,39,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,No,Mailed check,27.58,1131.87,No
CUST-0670,Male,0,No,No,68,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),67.49,4587.16,No
CUST-0671,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),99.93,5630.4,No
CUST-0672,Female,1,No,No,62,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),95.45,6128.12,No
CUST-0673,Female,0,Yes,No,13,Yes,No,DSL,No internet service,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,111.77,1318.88,No
CUST-0674,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.16,195.59,No
CUST-0675,Female,0,Yes,No,60,No,No,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),55.57,3266.47,No
